incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_latitude,incident_longitude,class_label
Nome Fire,2022,7,5,17,15,39.8166571,-123.2055576,1
Washburn Fire,2022,7,7,14,13,37.499,-119.614,1
Bay Fire,2022,7,8,13,10,39.300253,-121.372749,1
Porter Fire,2022,7,9,15,36,39.020051,-121.344587,1
Harbison,2022,7,12,18,28,32.7947379,-116.8460273,1
Herman Fire,2022,7,13,16,56,38.0936839,-122.1347757,1
Peter Fire ,2022,7,14,16,56,40.4411992,-122.3182313,1
Grant Fire,2022,7,14,17,46,38.5570067,-121.1183895,1
Rainbow Fire,2022,7,16,13,5,40.010233,-122.433855,1
Border 27 Fire,2022,7,17,11,25,32.6077664,-116.6077664,1
Riosa Fire,2022,7,17,12,27,38.9848309,-121.340201,1
Bell Fire,2022,7,17,16,36,39.90557,-123.598273,1
Agua Fire,2022,7,18,13,13,37.481701,-120.02107,1
Winding Fire,2022,7,18,16,43,39.314076,-121.27693,1
Meadow Fire ,2022,7,19,12,25,39.058043,-123.33756,1
Flynn Fire ,2022,7,19,19,8,37.719206,-121.656106,1
Slate Fire ,2022,7,21,14,22,37.935092,-120.4422218,1
Anzar Fire,2022,7,21,15,21,36.8927679,-121.604728,1
Oak Fire ,2022,7,22,14,10,37.5509366,-119.9234728,1
Cable Fire ,2022,7,26,16,24,38.75794,-120.63742,1
Casner Fire,2022,7,27,12,18,33.0819687,-116.7626279,1
Apple Fire,2022,7,27,15,8,39.323167,-121.304167,1
McKinney Fire ,2022,7,29,14,16,41.833813,-122.894782,1
Highway Fire,2022,7,29,17,6,34.312437,-117.3463886,1
Yeti and Alex Fire,2022,7,29,17,14,41.868,-123.278,1
Mesa Fire,2022,7,30,16,5,35.5745007,-118.4125811,1
Shackleford Fire,2022,7,30,18,6,41.5734543,-123.0213226,1
Kelsey Fire,2022,7,30,21,17,41.6430162,-123.1193265,1
Pebble Fire,2022,7,31,14,27,36.6760553,-119.1902259,1
Meamber Fire,2022,7,31,19,17,41.640867,-122.988315,1
Marmot Fire,2022,8,2,13,35,36.378236,-118.853671,1
Summit Fire,2022,8,3,10,16,36.319167,-118.650278,1
Springs Fire,2022,8,3,15,16,37.84349,-120.50806,1
Smokey Fire ,2022,8,4,9,5,41.9708541,-122.7825581,1
Red Fire,2022,8,4,10,4,37.661,-119.471,1
Six Rivers (SRF) Lightning Complex,2022,8,5,21,44,40.9269568,-123.5862017,1
3-8 Fire ,2022,8,8,2,30,41.060445,-121.211449,1
Rodgers Fire,2022,8,8,10,9,37.954,-119.552,1
S-2 Fire,2022,8,10,14,17,41.649229,-120.008429,1
Sam Fire,2022,8,10,16,7,34.765322,-118.732882,1
Rail Fire,2022,8,14,17,40,35.2882644,-118.6292243,1
Oak Fire,2022,8,15,15,48,39.04941,-120.9526,1
Eden Fire,2022,8,15,16,21,37.70049,-121.97822,1
Wishon Fire,2022,8,15,17,15,36.17768,-118.71829,1
Los Bueyes,2022,8,16,12,38,36.003814,-121.23129,1
Quail Fire,2022,8,17,17,31,34.48202,-118.60811,1
Pleasant Fire,2022,8,20,16,35,39.2805,-121.1329,1
Point Fire,2022,8,20,19,26,38.9494,-122.6556,1
East Fire,2022,8,25,13,39,34.2338842,-117.8004523,1
Still Fire,2022,8,27,11,43,39.0543,-121.1103,1
Ranch Fire,2022,8,29,7,53,41.4626,-123.9477,1
Gulch Fire,2022,8,29,11,26,34.2026,-117.8608,1
McCovey Fire,2022,8,29,19,53,41.4672,-123.9277,1
Route Fire,2022,8,31,12,1,34.5255,-118.6479,1
Border 32,2022,8,31,14,17,32.612181,-116.707395,1
Branstetter Fire ,2022,9,1,12,13,40.5336,-122.3975,1
Walker Fire,2022,9,1,15,59,39.3669,-123.3159,1
Woods Fire,2022,9,1,20,40,37.968,-120.4013,1
Mill Fire,2022,9,2,12,49,41.4303,-122.3852,1
Mountain Fire ,2022,9,2,15,48,41.459009,-122.627469,1
Tower Fire,2022,9,2,16,18,38.0182816,-120.7489517,1
Sandia Fire,2022,9,4,13,42,33.432924,-117.246996,1
Radford Fire,2022,9,5,11,52,34.177,-116.882,1
Caesar Fire,2022,9,5,12,0,33.064629,-116.811345,1
Fairview Fire,2022,9,5,16,0,33.717062,-116.893227,1
Hill Fire,2022,9,6,7,40,39.1252,-120.816083,1
Rosa Fire,2022,9,6,15,15,35.580125,-121.012313,1
Power Fire ,2022,9,6,16,23,37.080478,-119.485927,1
Mosquito Fire,2022,9,6,18,0,39.00591,-120.7447,1
Coyote Fire,2022,9,7,14,52,41.8739166,-121.839853,1
Fork Fire ,2022,9,7,15,30,37.21945,-119.50881,1
Barnes Fire,2022,9,7,15,59,41.87117,-120.29122,1
Eliza Fire,2022,9,8,19,57,41.793769,-122.692408,1
Forward Fire,2022,9,9,14,31,40.44109,-121.81822,1
Dutch Fire,2022,9,13,12,51,39.1902,-120.8266,1
Garden Fire,2022,9,17,14,58,39.9929,-121.2122,1
Irie Fire,2022,9,21,7,29,36.007323,-118.752908,1
Manzanita Fire ,2022,9,23,15,23,34.1776,-117.1529,1
97 Fire,2022,9,27,8,54,41.4987,-122.3414,1
Howard Fire,2022,10,8,15,42,34.560597,-119.167059,1
Pleasant Fire ,2022,10,23,12,55,37.38939,-118.50091,1
Nob Fire,2023,4,26,10,16,34.293103,-117.565833,1
66 Fire,2023,5,15,12,10,33.569342,-116.092746,1
Johnson Fire,2023,5,20,20,34,33.4626,-116.0614,1
Point Fire,2023,5,21,17,45,40.417676,-122.47542,1
Ramona Fire,2023,5,22,14,11,33.823424,-117.033714,1
Pistol Fire,2023,5,30,11,32,36.9466,-119.6801,1
Sicard Fire,2023,5,30,14,5,39.2349,-121.3475,1
Orange Fire,2023,6,1,16,46,36.678,-119.2971,1
Panoche Fire,2023,6,3,14,26,36.7536,-120.8991,1
Valley Fire,2023,6,3,15,53,36.0322,-118.8582,1
Range Fire,2023,6,4,17,38,36.4647,-121.3319,1
Rodeo Fire,2023,6,9,16,46,36.70984,-119.304258,1
Gulch Fire,2023,6,10,15,7,37.4404,-120.1499,1
Geology Fire,2023,6,10,16,1,33.896,-116.0533,1
Henderson Fire,2023,6,14,16,41,39.023,-122.7145,1
Frank Fire,2023,6,15,14,6,40.2869,-122.5955,1
Scott Fire,2023,6,15,17,26,39.3256,-121.3686,1
Snell Fire,2023,6,16,17,36,38.6994,-122.4379,1
Wildcat Fire,2023,6,16,20,11,36.9351,-119.2043,1
Rocky Fire,2023,6,18,9,31,36.3002,-119.0828,1
Slough Fire,2023,6,18,11,31,36.5737,-120.188,1
Garbani Fire,2023,6,20,12,55,33.656034,-117.201092,1
Black Wood Fire,2023,6,20,23,38,32.734788,-116.34461,1
Viper Fire,2023,6,21,10,19,33.984167,-117.138268,1
Harney Fire,2023,6,21,17,30,37.8558452,-120.3728742,1
Peoria Fire,2023,6,23,11,0,39.258,-121.3801,1
Balfour Fire,2023,6,25,13,20,37.9143,-121.7676,1
Nice Fire,2023,6,27,15,13,34.0568,-117.0957,1
Juniper Fire,2023,6,27,15,30,33.787329,-117.330286,1
Crane Fire,2023,6,27,23,4,36.8675,-119.0137,1
Champagne Fire ,2023,6,30,14,11,34.9516,-118.4252,1
Gann Fire,2023,7,2,12,35,38.114444,-120.798285,1
Whiskey Fire,2023,7,3,15,18,37.193819,-119.46781,1
Peter Fire,2023,7,3,17,32,34.516944,-118.193056,1
Roundup Fire,2023,7,4,14,40,34.38695,-117.186767,1
Bernasconi Fire,2023,7,4,17,45,33.838928,-117.153554,1
Lincoln Fire,2023,7,5,9,9,33.583941,-116.078906,1
Day Fire,2023,7,5,18,26,33.837311,-117.278984,1
Frog Fire,2023,7,6,15,32,33.479,-117.0575,1
District Fire,2023,7,7,14,27,34.8866,-118.9033,1
Village Fire,2023,7,8,17,21,34.0204,-117.5072,1
Park Fire,2023,7,9,16,28,32.6003,-116.5836,1
Vineyard Fire,2023,7,9,18,31,35.8,-120.8169,1
Rider Fire,2023,7,11,12,43,33.8302,-117.2616,1
Snake Fire,2023,7,11,14,22,33.7505,-117.348,1
Carbon Fire,2023,7,11,15,10,38.43948,-120.98731,1
Spring Fire,2023,7,11,16,46,33.9364,-117.124,1
Liberty Fire,2023,7,11,18,11,38.2387,-121.0089,1
Avocado Fire,2023,7,12,16,29,33.505725,-117.300098,1
Pulsar Fire,2023,7,13,20,39,33.821929,-117.068009,1
Reche Fire,2023,7,14,0,58,33.9835,-117.2169,1
Highland Fire,2023,7,14,14,57,33.907342,-116.946498,1
Rabbit Fire,2023,7,14,15,30,33.889467,-117.070916,1
Gavilan Fire,2023,7,15,15,28,33.817004,-117.358124,1
Lodoga Fire,2023,7,16,21,46,39.2694,-122.466,1
Stony Fire,2023,7,18,14,48,39.6685,-122.5259,1
Juniper Fire,2023,7,18,20,59,36.1132,-120.5689,1
Oak Fire,2023,7,19,14,2,34.0182,-117.4261,1
Idria Fire,2023,7,19,23,32,36.490487,-120.801732,1
Wonder Fire,2023,7,24,16,15,40.7316228,-122.3232056,1
Agua Fire,2023,7,25,14,17,34.438333,-118.326389,1
Long Fire,2023,7,25,15,24,36.6932792,-119.1521739,1
Victor Fire,2023,7,25,15,25,34.356691,-118.507954,1
Turkey Fire,2023,7,26,14,17,39.446994,-121.399989,1
Bonny Fire,2023,7,27,14,52,33.4769,-116.7247,1
Sunset Fire,2023,7,27,18,49,33.9372,-116.9081,1
Scodie Fire,2023,7,28,21,28,35.6967,-118.2148,1
Flynn Fire,2023,7,29,19,9,37.7356,-121.6065,1
Shell Fire,2023,7,30,11,56,35.458459,-120.334625,1
York Fire,2023,8,1,9,7,35.191889,-115.317389,1
Nuevo Fire,2023,8,1,10,4,33.7995,-117.11938,1
RV Fire,2023,8,1,13,54,36.9648,-120.8839,1
East Fire ,2023,8,1,14,26,35.490591,-118.875657,1
Haberkern Fire,2023,8,1,16,0,36.7611111,-119.988888,1
Beale Fire,2023,8,1,16,0,35.403564,-120.181725,1
Tecuya Fire,2023,8,2,7,30,34.847129,-118.997325,1
Stanley Fire,2023,8,2,13,59,33.602019,-116.84334,1
Almond Fire,2023,8,2,23,44,33.91436,-116.76111,1
Clayton Fire,2023,8,3,14,28,37.368648,-121.464716,1
Ridge Fire,2023,8,4,14,45,40.735974,-122.624538,1
Boulevard Fire,2023,8,4,14,49,35.0990626,-118.2951023,1
No Name Fire,2023,8,5,17,42,35.78611,-117.8875,1
Pass ,2023,8,6,16,16,32.68535,-116.3017,1
Almond Fire,2023,8,6,16,52,35.614674,-119.835808,1
Bunnie Fire,2023,8,9,11,18,32.994676,-116.855731,1
Cemetery Fire,2023,8,9,14,0,39.377918,-121.68793,1
Rock Fire,2023,8,9,14,35,33.871189,-117.150639,1
Hernandez Fire,2023,8,10,18,47,36.4392121,-120.9783812,1
Dry Creek Complex,2023,8,10,18,51,36.5323,-119.0113,1
Rinconada Fire,2023,8,11,19,0,35.0832,-120.0175,1
Trotter,2023,8,14,11,10,35.1387962,-118.6027987,1
Smith River Complex,2023,8,15,7,0,41.958269,-123.868447,1
South Fork Complex,2023,8,15,8,0,40.623606,-123.662677,1
Bitter Fire,2023,8,15,17,56,35.4854,-120.0574,1
SKU August Lightning Complex,2023,8,15,19,48,41.2477,-121.5041,1
Deep Fire,2023,8,16,8,28,40.93686,-122.94871,1
Slide 1 Fire,2023,8,16,8,35,40.036944,-122.855,1
Happy Camp Complex,2023,8,16,10,27,41.777554,-123.045093,1
Highway Fire,2023,8,16,15,35,39.339386,-120.788152,1
Cochrane Fire,2023,8,16,17,31,37.18725,-121.67208,1
Coyote Fire,2023,8,17,12,11,32.6347,-116.6415,1
Thirty Five Fire,2023,8,17,12,36,39.6194,-122.3287,1
Plant Fire,2023,8,19,13,25,34.9190169,-119.73328,1
SRF Lightning Complex,2023,8,20,11,16,41.017222,-123.611167,1
Creek Fire,2023,9,6,15,30,38.903333,-122.601667,1
Knoll Fire,2023,9,10,12,46,38.18291,-120.7942,1
Alta Fire,2023,9,12,15,35,38.3702,-122.1796,1
Caliente Fire,2023,9,16,15,37,35.2674,-118.616,1
Meadow Fire,2023,9,26,14,8,33.753608,-117.279764,1
Green Fire,2023,10,6,12,5,35.5421,-120.9739,1
Grade Fire,2023,10,6,12,35,34.5423,-120.1959,1
Williams Fire,2023,10,6,15,47,36.0295,-121.07148,1
Wiley Fire,2023,10,7,14,49,38.265241,-121.981732,1
Avenales Fire,2023,10,12,22,50,35.2087,-120.1924,1
King Fire,2023,10,14,15,13,37.2147,-119.3594,1
Stanley Fire,2023,10,17,20,30,33.592915,-116.857302,1
Border 34 Fire,2023,10,29,15,29,32.598,-116.9196,1
Highland Fire,2023,10,30,12,37,33.438207,-116.82307,1
Lizzie Fire,2023,10,30,14,14,35.2808,-120.644,1
synthetic negative matching 0,2015,7,2,6,31,35.77135,-120.251,0
synthetic negative matching 1,2023,2,1,0,48,39.06414,-121.13737,0
synthetic negative matching 2,2015,8,13,23,45,35.81778,-120.09715,0
synthetic negative matching 3,2015,6,22,18,33,36.09974,-120.51057,0
synthetic negative matching 4,2020,5,4,19,3,36.732866,-121.39478,0
synthetic negative matching 5,2016,4,5,6,32,33.797216,-117.124538,0
synthetic negative matching 6,2023,7,20,11,56,33.87679,-117.00258,0
synthetic negative matching 7,2016,9,27,4,16,40.072739,-120.158273,0
synthetic negative matching 8,2023,2,2,16,43,33.53924,-116.10231,0
synthetic negative matching 9,2017,1,3,13,24,37.329163,-121.726223,0
synthetic negative matching 10,2017,12,29,13,33,34.183624,-117.274276,0
synthetic negative matching 11,2015,1,22,20,8,37.08053,-119.88673,0
synthetic negative matching 12,2015,1,7,13,5,34.29931,-118.37539,0
synthetic negative matching 13,2023,2,3,20,14,33.711263,-116.164058,0
synthetic negative matching 14,2019,10,13,6,29,39.15641,-121.56363,0
synthetic negative matching 15,2021,8,2,7,14,40.33682,-121.93908,0
synthetic negative matching 16,2022,2,26,9,45,34.25143,-117.45479,0
synthetic negative matching 17,2018,10,28,0,34,39.6708,-121.7192,0
synthetic negative matching 18,2020,10,11,12,50,38.773294,-121.034998,0
synthetic negative matching 19,2019,9,30,2,1,38.0936839,-122.1347757,0
synthetic negative matching 20,2016,8,2,23,54,40.49618,-122.51597,0
synthetic negative matching 21,2016,4,11,4,50,36.7528,-119.2288,0
synthetic negative matching 22,2018,2,17,6,52,35.41153,-118.46461,0
synthetic negative matching 23,2020,9,25,7,13,34.9190169,-119.73328,0
synthetic negative matching 24,2015,4,25,17,50,39.647686,-121.633994,0
synthetic negative matching 25,2019,6,16,22,9,34.99432,-119.185309,0
synthetic negative matching 26,2022,12,16,7,11,40.52909,-122.17457,0
synthetic negative matching 27,2018,9,19,18,48,37.524378,-120.296551,0
synthetic negative matching 28,2018,12,13,21,9,35.76,-118.406,0
synthetic negative matching 29,2019,4,26,15,29,37.013878,-119.576797,0
synthetic negative matching 30,2019,3,3,17,51,33.510716,-115.916687,0
synthetic negative matching 31,2022,6,21,9,17,38.33707,-121.11113,0
synthetic negative matching 32,2019,2,26,3,2,34.0783472,-117.0487863,0
synthetic negative matching 33,2020,3,2,0,54,34.47438,-120.29379,0
synthetic negative matching 34,2017,2,28,23,23,34.07612,-117.06765,0
synthetic negative matching 35,2016,2,9,2,16,39.20427,-121.05948,0
synthetic negative matching 36,2017,2,7,16,23,39.847708,-122.1604,0
synthetic negative matching 37,2020,12,20,8,3,35.346,-120.62825,0
synthetic negative matching 38,2015,9,21,16,57,36.796,-121.40604,0
synthetic negative matching 39,2018,5,24,4,22,38.245151,-122.44408,0
synthetic negative matching 40,2016,9,6,16,23,39.3669,-123.3159,0
synthetic negative matching 41,2019,10,26,23,30,40.60866,-122.38366,0
synthetic negative matching 42,2019,2,5,12,56,35.68313,-118.21793,0
synthetic negative matching 43,2019,10,16,9,37,38.183,-119.869,0
synthetic negative matching 44,2019,8,10,9,8,38.265645,-120.892404,0
synthetic negative matching 45,2015,11,9,3,49,37.994368,-122.002811,0
synthetic negative matching 46,2020,2,23,16,50,33.3906,-117.32348,0
synthetic negative matching 47,2021,1,2,22,25,41.1849445,-123.6986222,0
synthetic negative matching 48,2023,1,30,11,32,37.193819,-119.46781,0
synthetic negative matching 49,2023,4,2,6,52,40.49618,-122.51597,0
synthetic negative matching 50,2022,1,14,5,6,37.06531,-121.68577,0
synthetic negative matching 51,2015,4,22,5,48,41.478,-123.506,0
synthetic negative matching 52,2016,11,18,16,38,41.222,-122.292,0
synthetic negative matching 53,2022,9,27,16,48,35.0832,-120.0175,0
synthetic negative matching 54,2019,2,20,16,43,37.0953436,-121.143154,0
synthetic negative matching 55,2016,10,6,4,52,39.555943,-122.5012461,0
synthetic negative matching 56,2016,3,15,15,44,32.787656,-116.806941,0
synthetic negative matching 57,2016,10,4,11,37,38.02996,-122.25471,0
synthetic negative matching 58,2018,6,20,18,20,35.7183,-121.0157,0
synthetic negative matching 59,2016,3,12,22,55,35.60633,-118.4642,0
synthetic negative matching 60,2018,2,28,17,7,33.742,-117.28189,0
synthetic negative matching 61,2019,11,25,22,3,37.98337,-120.64541,0
synthetic negative matching 62,2017,10,25,17,21,33.9925,-117.059167,0
synthetic negative matching 63,2020,10,2,19,58,33.35505,-117.03134,0
synthetic negative matching 64,2021,10,5,10,27,39.702438,-120.143473,0
synthetic negative matching 65,2015,2,16,22,58,36.9678542,-119.9252132,0
synthetic negative matching 66,2020,8,5,22,34,41.8721,-122.4571,0
synthetic negative matching 67,2017,2,12,10,56,39.383922,-121.24684,0
synthetic negative matching 68,2022,11,14,10,34,37.22545,-121.79189,0
synthetic negative matching 69,2023,2,23,12,53,33.952633,-117.487947,0
synthetic negative matching 70,2019,11,8,23,38,41.853,-123.676,0
synthetic negative matching 71,2022,7,4,6,39,38.733421,-121.378879,0
synthetic negative matching 72,2016,12,29,22,38,38.539806,-121.059979,0
synthetic negative matching 73,2020,10,31,18,16,38.265645,-120.892404,0
synthetic negative matching 74,2016,5,22,18,2,40.12791,-122.19792,0
synthetic negative matching 75,2023,4,7,22,45,32.679,-116.29296,0
synthetic negative matching 76,2023,9,28,14,8,41.583949,-120.729446,0
synthetic negative matching 77,2020,7,20,17,8,33.889516,-117.070814,0
synthetic negative matching 78,2015,11,18,23,46,38.39206,-122.24367,0
synthetic negative matching 79,2021,12,25,17,13,40.46968,-122.54364,0
synthetic negative matching 80,2015,1,12,14,25,37.01591,-119.50507,0
synthetic negative matching 81,2023,7,29,4,21,34.93929,-118.92967,0
synthetic negative matching 82,2015,8,6,16,26,34.54305556,-120.31805556,0
synthetic negative matching 83,2022,5,8,8,30,33.83167,-117.34934,0
synthetic negative matching 84,2019,11,11,13,25,35.70086,-120.97339,0
synthetic negative matching 85,2015,12,17,7,4,41.99279,-122.9401,0
synthetic negative matching 86,2019,11,12,11,54,40.4411992,-122.3182313,0
synthetic negative matching 87,2017,7,28,23,50,38.431278,-122.043747,0
synthetic negative matching 88,2018,3,15,10,53,37.707234,-120.199162,0
synthetic negative matching 89,2019,2,18,22,17,35.6871,-120.3187,0
synthetic negative matching 90,2021,8,12,8,43,37.36914,-120.0088,0
synthetic negative matching 91,2018,12,20,7,57,37.091637,-121.086625,0
synthetic negative matching 92,2019,1,10,18,24,41.29226,-121.172117,0
synthetic negative matching 93,2019,5,25,19,8,37.86339,-122.12351,0
synthetic negative matching 94,2017,4,20,11,33,33.402411,-117.402445,0
synthetic negative matching 95,2021,7,5,1,25,41.389,-123.057,0
synthetic negative matching 96,2021,11,11,21,22,33.78275,-116.89655,0
synthetic negative matching 97,2023,8,8,1,51,36.69845,-121.57407,0
synthetic negative matching 98,2021,11,24,2,10,40.5939,-122.17173,0
synthetic negative matching 99,2021,4,17,4,57,38.052055,-120.945482,0
synthetic negative matching 100,2016,8,12,13,2,34.67403,-120.4393,0
synthetic negative matching 101,2019,7,12,13,25,33.986204,-117.43942,0
synthetic negative matching 102,2016,1,28,1,1,38.6280042,-119.8591887,0
synthetic negative matching 103,2016,11,29,2,4,33.838928,-117.153554,0
synthetic negative matching 104,2020,1,15,10,32,33.510716,-115.916687,0
synthetic negative matching 105,2019,4,1,12,54,40.062304,-123.222196,0
synthetic negative matching 106,2016,4,7,14,10,33.97155,-117.44148,0
synthetic negative matching 107,2017,9,28,12,9,40.67671,-122.4073,0
synthetic negative matching 108,2015,4,25,11,43,37.99113,-121.86473,0
synthetic negative matching 109,2020,4,25,22,15,34.52055,-118.62882,0
synthetic negative matching 110,2021,3,23,12,27,39.12366,-122.50373,0
synthetic negative matching 111,2019,8,7,21,16,37.83618,-120.61691,0
synthetic negative matching 112,2021,11,4,13,42,39.0543,-121.1103,0
synthetic negative matching 113,2016,2,2,13,21,34.03343,-117.51476,0
synthetic negative matching 114,2021,6,15,21,18,37.08529,-121.09354,0
synthetic negative matching 115,2018,10,3,4,45,36.5537,-119.19677,0
synthetic negative matching 116,2021,2,2,2,12,32.7789,-116.8516,0
synthetic negative matching 117,2021,6,6,20,30,34.04412,-116.55326,0
synthetic negative matching 118,2022,7,16,10,39,35.308259,-119.987565,0
synthetic negative matching 119,2015,12,5,13,18,40.24789,-122.255,0
synthetic negative matching 120,2015,12,23,15,53,39.1956433,-121.3587065,0
synthetic negative matching 121,2018,6,15,1,27,40.417676,-122.47542,0
synthetic negative matching 122,2019,11,5,7,56,40.74,-120.24,0
synthetic negative matching 123,2020,5,14,23,36,41.4672,-123.9277,0
synthetic negative matching 124,2016,1,14,0,6,40.593,-120.581,0
synthetic negative matching 125,2015,1,31,18,30,33.52584,-116.85226,0
synthetic negative matching 126,2019,6,16,16,53,37.1487,-119.50307,0
synthetic negative matching 127,2018,8,16,15,23,37.013878,-119.576797,0
synthetic negative matching 128,2017,2,23,14,31,39.29241,-121.100352,0
synthetic negative matching 129,2019,1,25,11,33,40.11794,-123.76099,0
synthetic negative matching 130,2016,11,2,12,6,34.18075,-117.43184,0
synthetic negative matching 131,2016,12,16,14,41,37.37731,-121.79349,0
synthetic negative matching 132,2018,7,12,16,23,35.7183,-121.0157,0
synthetic negative matching 133,2019,2,26,8,55,37.828267,-122.103867,0
synthetic negative matching 134,2020,10,25,23,8,37.056944,-121.01638,0
synthetic negative matching 135,2016,4,6,22,7,39.2349,-121.3475,0
synthetic negative matching 136,2018,11,23,17,39,41.317476,-122.359698,0
synthetic negative matching 137,2019,9,28,15,54,33.064629,-116.811345,0
synthetic negative matching 138,2023,1,8,0,0,38.40234,-120.52953,0
synthetic negative matching 139,2021,7,3,1,20,40.724898,-122.96174,0
synthetic negative matching 140,2021,5,3,14,35,37.072561,-119.6958,0
synthetic negative matching 141,2018,10,11,17,35,41.862237,-122.662258,0
synthetic negative matching 142,2016,5,12,18,45,33.484721,-117.39309,0
synthetic negative matching 143,2016,11,19,11,51,40.633536,-120.868091,0
synthetic negative matching 144,2021,5,29,2,3,39.3669,-123.3159,0
synthetic negative matching 145,2015,6,12,20,9,38.88913,-122.604425,0
synthetic negative matching 146,2022,8,17,11,15,35.58354,-120.624135,0
synthetic negative matching 147,2017,6,19,10,56,37.44485,-121.84108,0
synthetic negative matching 148,2022,4,8,14,25,34.52927,-117.31544,0
synthetic negative matching 149,2017,1,14,13,31,41.834366,-122.656569,0
synthetic negative matching 150,2015,6,28,17,11,41.29363,-120.11461,0
synthetic negative matching 151,2018,9,25,11,50,36.5696373,-121.7556029,0
synthetic negative matching 152,2017,5,3,0,24,35.2087,-120.1924,0
synthetic negative matching 153,2021,9,2,14,27,37.735461,-118.970443,0
synthetic negative matching 154,2015,1,23,20,9,39.491737,-121.637759,0
synthetic negative matching 155,2020,7,21,4,17,35.66318,-120.41128,0
synthetic negative matching 156,2020,2,20,10,32,39.32198,-121.4021,0
synthetic negative matching 157,2015,6,3,4,36,35.77135,-120.251,0
synthetic negative matching 158,2015,3,24,6,59,39.258,-121.3801,0
synthetic negative matching 159,2019,12,27,10,34,33.52584,-116.85226,0
synthetic negative matching 160,2015,4,8,11,39,40.633536,-120.868091,0
synthetic negative matching 161,2022,4,15,17,1,38.170366,-122.241128,0
synthetic negative matching 162,2018,2,25,13,3,35.458459,-120.334625,0
synthetic negative matching 163,2021,12,2,23,23,38.910498,-122.642572,0
synthetic negative matching 164,2021,3,9,10,33,38.981389,-122.97222,0
synthetic negative matching 165,2015,10,26,9,53,37.75427,-121.57382,0
synthetic negative matching 166,2022,3,10,0,12,36.8727,-121.5681,0
synthetic negative matching 167,2015,12,9,21,35,33.47413,-117.31468,0
synthetic negative matching 168,2019,6,21,16,5,34.463889,-119.831389,0
synthetic negative matching 169,2019,9,22,22,59,33.6769121,-117.5181037,0
synthetic negative matching 170,2023,4,18,13,1,39.36902,-120.97586,0
synthetic negative matching 171,2020,11,28,12,23,40.27582,-123.64281,0
synthetic negative matching 172,2020,3,21,14,48,35.42433,-120.47322,0
